round,file,fitness,instructions
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_76.S,0.85,39
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_77.S,0.9,61
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_78.S,0.0,23
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_8.S,0.0,76
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_80.S,0.35,22
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_81.S,0.9,35
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_82.S,0.86,127
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_83.S,0.85,33
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_84.S,0.0,3
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_85.S,0.0,45
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_86.S,0.85,47
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.0,69
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.51,171
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_89.S,0.0,35
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_9.S,0.85,70
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.0,17
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.35,14
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_92.S,0.9,45
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_93.S,0.35,19
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_94.S,0.85,15
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_95.S,0.85,39
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_96.S,0.85,41
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_97.S,0.86,127
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_98.S,0.85,34
33,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_99.S,0.85,20
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_0.S,0.0,2
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_1.S,0.2,17
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_10.S,0.91,130
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_11.S,0.35,14
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_12.S,0.2,17
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_13.S,0.0,4
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_14.S,0.5,80
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_15.S,0.0,68
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_16.S,0.85,28
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_17.S,0.0,4
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_18.S,0.35,47
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_19.S,0.5,48
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_2.S,0.9,47
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.2,17
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_21.S,0.86,122
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_22.S,0.9,36
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.85,97
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_24.S,0.35,13
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_25.S,0.9,77
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_26.S,0.86,131
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_27.S,0.86,107
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_28.S,0.85,36
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.0,44
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_3.S,0.86,170
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_30.S,0.5,39
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_31.S,0.85,62
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.85,58
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_33.S,0.0,9
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_34.S,0.85,22
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_36.S,0.9,42
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_37.S,0.7,36
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_39.S,0.9,53
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_4.S,0.85,49
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_40.S,0.91,162
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_41.S,0.91,196
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_42.S,0.85,41
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_43.S,0.9,67
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_44.S,0.91,102
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.85,37
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_46.S,0.91,157
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_47.S,0.85,46
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_48.S,0.2,27
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_49.S,0.9,20
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_5.S,0.85,21
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_50.S,0.85,17
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_51.S,0.0,23
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_52.S,0.9,75
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_53.S,0.9,36
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_54.S,0.9,48
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_55.S,0.5,82
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_56.S,0.9,27
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.35,38
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_58.S,0.2,18
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_59.S,0.86,112
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_6.S,0.86,170
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_60.S,0.85,27
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_61.S,0.85,53
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_62.S,0.35,18
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.86,114
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_64.S,0.85,28
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_65.S,0.2,34
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_66.S,0.91,105
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_67.S,0.55,51
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_68.S,0.0,28
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_69.S,0.0,4
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.0,17
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_70.S,0.9,98
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.0,20
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_73.S,0.91,103
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_74.S,0.7,66
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_75.S,0.2,5
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_76.S,0.85,39
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_77.S,0.9,61
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_78.S,0.35,16
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_8.S,0.0,40
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_80.S,0.35,22
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_81.S,0.9,35
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_82.S,0.85,33
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_83.S,0.85,33
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_84.S,0.0,19
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_85.S,0.0,2
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_86.S,0.85,47
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.5,50
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_89.S,0.85,66
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_9.S,0.35,23
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.35,23
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.0,12
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_92.S,0.9,45
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_93.S,0.35,19
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_94.S,0.85,15
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_95.S,0.0,5
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_96.S,0.85,41
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_97.S,0.5,49
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_98.S,0.85,34
34,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_99.S,0.85,20
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_0.S,0.0,2
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_1.S,0.85,99
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_10.S,0.91,130
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_11.S,0.35,14
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_12.S,0.2,17
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_13.S,0.0,7
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_14.S,0.5,80
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_15.S,0.0,13
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_16.S,0.85,28
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_17.S,0.0,7
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_18.S,0.86,122
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_19.S,0.0,5
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_2.S,0.9,47
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.85,60
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_21.S,0.86,122
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_22.S,0.9,36
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.55,89
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_24.S,0.35,13
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_25.S,0.9,77
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_26.S,0.86,131
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_27.S,0.5,77
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_28.S,0.85,36
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.0,10
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_3.S,0.86,170
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_30.S,0.5,39
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_31.S,0.85,62
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.0,14
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_33.S,0.85,77
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_34.S,0.85,22
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_36.S,0.9,42
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_37.S,0.7,36
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_39.S,0.9,53
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_4.S,0.85,49
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_40.S,0.91,162
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_41.S,0.91,196
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_42.S,0.85,41
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_43.S,0.9,67
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_44.S,0.91,102
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.35,11
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_46.S,0.91,157
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_47.S,0.85,46
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_48.S,0.9,70
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_49.S,0.9,20
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_5.S,0.85,21
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_50.S,0.85,17
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_51.S,0.85,39
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_52.S,0.9,75
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_53.S,0.9,36
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_54.S,0.9,48
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_55.S,0.5,82
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_56.S,0.9,27
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.0,96
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_58.S,0.2,18
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_59.S,0.86,112
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_6.S,0.35,22
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_60.S,0.85,27
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_61.S,0.85,53
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_62.S,0.35,18
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.5,54
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_64.S,0.85,28
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_65.S,0.35,11
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_66.S,0.91,105
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_67.S,0.55,51
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_68.S,0.5,23
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_69.S,0.0,4
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.85,83
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_70.S,0.9,98
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.85,71
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_73.S,0.91,103
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_74.S,0.7,66
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_75.S,0.2,5
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_76.S,0.85,39
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_77.S,0.9,61
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_78.S,0.9,27
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_8.S,0.35,14
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_80.S,0.35,22
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_81.S,0.9,35
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_82.S,0.0,18
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_83.S,0.85,33
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_84.S,0.56,123
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_85.S,0.85,43
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_86.S,0.85,47
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.0,38
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_89.S,0.86,133
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_9.S,0.0,25
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.9,22
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.02,246
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_92.S,0.9,45
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_93.S,0.35,19
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_94.S,0.85,15
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_95.S,0.85,88
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_96.S,0.85,41
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_97.S,0.0,6
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_98.S,0.85,34
35,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_99.S,0.85,20
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_0.S,0.0,2
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_1.S,0.85,60
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_10.S,0.91,130
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_11.S,0.35,14
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_12.S,0.2,17
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_13.S,0.0,74
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_14.S,0.5,80
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_15.S,0.86,108
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_16.S,0.85,28
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_17.S,0.85,88
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_18.S,0.51,104
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_19.S,0.2,17
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_2.S,0.9,47
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.01,121
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_21.S,0.86,122
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_22.S,0.9,36
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.85,44
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_24.S,0.35,13
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_25.S,0.9,77
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_26.S,0.86,131
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_27.S,0.85,28
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_28.S,0.85,36
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.0,11
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_3.S,0.86,170
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_30.S,0.5,39
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_31.S,0.85,62
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.0,21
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_33.S,0.86,191
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_34.S,0.85,22
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.91,172
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_36.S,0.9,42
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_37.S,0.7,36
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.91,133
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_39.S,0.9,53
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_4.S,0.85,49
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_40.S,0.91,162
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_41.S,0.91,196
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_42.S,0.85,41
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_43.S,0.9,67
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_44.S,0.91,102
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.86,104
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_46.S,0.91,157
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_47.S,0.85,46
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_48.S,0.0,59
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_49.S,0.9,20
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_5.S,0.85,21
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_50.S,0.85,17
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_51.S,0.0,6
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_52.S,0.9,75
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_53.S,0.9,36
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_54.S,0.9,48
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_55.S,0.5,82
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_56.S,0.9,27
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.85,25
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_58.S,0.2,18
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_59.S,0.86,112
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_6.S,0.7,26
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_60.S,0.85,27
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_61.S,0.85,53
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_62.S,0.35,18
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.5,99
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_64.S,0.85,28
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_65.S,0.0,9
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_66.S,0.91,105
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_67.S,0.55,51
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_68.S,0.0,47
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_69.S,0.0,4
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.55,19
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_70.S,0.9,98
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.91,102
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.85,97
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_73.S,0.91,103
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_74.S,0.7,66
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_75.S,0.2,5
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_76.S,0.85,39
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_77.S,0.9,61
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_78.S,0.85,31
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.91,103
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_8.S,0.35,12
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_80.S,0.35,22
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_81.S,0.9,35
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_82.S,0.72,225
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_83.S,0.85,33
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_84.S,0.85,23
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_85.S,0.0,46
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_86.S,0.85,47
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.95,68
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.9,95
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_89.S,0.0,7
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_9.S,0.85,68
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.86,114
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.0,12
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_92.S,0.9,45
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_93.S,0.35,19
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_94.S,0.85,15
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_95.S,0.85,53
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_96.S,0.85,41
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_97.S,0.85,94
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_98.S,0.85,34
36,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_99.S,0.85,20
37,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_0.S,0.0,2
37,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_1.S,0.0,13
37,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_10.S,0.91,130
37,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_11.S,0.35,14
37,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_12.S,0.2,17
37,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_13.S,0.85,36
37,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_14.S,0.5,80
